,Serial Number,County,License Type Code,License Class Code,Certificate Number,Premise Name,DBA,Premise Address,Premise Address 2,Premise City,Premise State,Premise Zip,License Issued Date,License Expiration Date,Method of Operation,Days/Hours of Operation,Other,Georeference,Lat,Long
29509,1304723,NEW YORK,OP,252,911252,JRFOODHUB LLC,INDIAN PROJECT,243 W 38TH ST,,NEW YORK,NY,10018,09/25/2019,09/30/2021,"RESTAURANT SERVING LIQUOR, WINE BEER AND CIDER",,,,40.7542508,-73.9902749
29512,1259597,NEW YORK,OP,252,915683,LA RUEDA RESTAURANT INC,TU SABOR LATINO RESTAURANT,3862 3864 BROADWAY,WEST 162ND ST & W 161ST ST,NEW YORK,NY,10032,02/25/2020,01/31/2022,"RESTAURAN SERVING BEER, WINE, CIDER AND LIQUOR",,RECORDED MUSIC ,,42.656537,-73.748564
29513,1139621,NEW YORK,OP,252,911884,FGM 8TH RESTAURANT CORP,RUMOURS,933 8TH AVE,55TH & 56TH STREETS,NEW YORK,NY,10019,10/15/2019,10/31/2021,RESTAURANT SEVING BEER WINE CIDER AND LIQUOR,,,,40.765695050000005,-73.98397475876206
29519,1314092,NEW YORK,RW,341,836178,GERMAT OF NY INC,PLADO,192 E 2ND ST,,NEW YORK,NY,10009,03/11/2020,06/30/2021,"RESTAURANT SERVING WINE, BEER & CIDER",Stips: Closing 12am daily,Music: Recorded only,,41.503516714285716,-74.01032375510204
29527,1301588,NEW YORK,AX,128,917960,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET ,100 W 125TH ST,"CELLAR, GROUND FL",NEW YORK,NY,10027,11/26/2019,10/31/2021,"GROCERY STORE SELLING BEER,CIDER AND WINE PRODUCTS ",,,,40.8073876,-73.9461497
29529,1273127,NEW YORK,RW,341,840938,TRIBECA HUMMUS INC,NISH NUSH,88 READE ST,AKA 176CHURCH ST CORNER STORE1,NEW YORK,NY,10013,09/10/2019,09/30/2021,RESTAURANT SERVING WINE CIDER AND BEER,,"RECORDED MUSIC PERMITTED, NO DANCING",,40.7156441,-74.0077587
29534,1317563,NEW YORK,OP,252,889350,HI LIFE NEW YORK LLC,N'ROLL,339 E 75TH ST ,,NEW YORK,NY,10021,09/23/2019,08/31/2021,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER","CB8 Stips: No Bar-Crawls. Abide by the Bicycle Guidelines, no use of Electric Bikes",Recorded Music Permitted. No Dancing,,40.7700616,-73.9550189
29536,1292382,NEW YORK,AX,122,914160,BROADWAY FAMOUS DELI CORP,,4879 BROADWAY,,NEW YORK,NY,10034,03/18/2019,03/31/2022,"GROCERY STORE SELLING BEER, CIDER AND WINE PRODUCTS",,,,40.8669553,-73.92374
29537,1029994,NEW YORK,RW,341,841728,TOMPETE FOOD CORP,NEW YORK LUNCHEONETTE,135 E 50TH ST,,NEW YORK,NY,10022,12/06/2019,11/30/2021,RESTAURANT SERVING BEER CIDER AND WINE,,,,40.7564304,-73.9716974
29540,1281525,NEW YORK,DX,126,900712,CVS ALBANY LLC,CVS/PHARMACY #10612,65 5TH AVE,,NEW YORK,NY,10003,05/31/2018,06/30/2021,DRUG STORE SELLING BEER CIDER AND WINE PRODUCTS,,,,40.7355092,-73.9935687818045
29544,1319818,NEW YORK,TW,344,904849,CAFE BUUNNI BROADWAY INC,BUUNNI COFFEE,4961 BROADWAY,UNIT A,NEW YORK,NY,10034,01/27/2020,12/31/2021,"TAVERN/CAFE SERVING WINE, BEER AND CIDER",,Recorded and Live Acoustic Music Permitted; No Dancing,,40.8681188,-73.9204207
29545,1121866,NEW YORK,OP,252,913117,E OCHI INC,YAKINIKU WEST,218 E 9TH ST,,NEW YORK,NY,10003,11/25/2019,11/30/2021,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR ,,,,42.7167347735849,-73.70356632075472
29550,1168430,NEW YORK,RW,341,841224,SAKURA SUSHI & THAI CUISINE INC,,273 MOTT ST,HOUSTON STREET & PRINCE STREET,NEW YORK,NY,10012,10/10/2019,10/31/2021,RESTAURANT SERVING BEER CIDER AND WINE,,,,40.72388505,-73.99472690258457
29557,1270486,NEW YORK,RW,341,840176,HAILE BISTRO INC,HAILE ETHIOPIAN BISTRO ,182 AVENUE B  ,NORTH STORE ,NEW YORK,NY,10009,06/13/2019,06/30/2021,"RESTAURANT SERVING WINE, BEER & CIDER ",CB3 Stips: Open Daily 12pm-Midnight; Close Windows & Doors 10pm ,Recorded Background Music Only ,,40.727796749999996,-73.97944929975901
29560,1270553,NEW YORK,OP,252,906929,KIO RESTAURANT LLC,,157 DUANE ST,,NEW YORK,NY,10013,06/17/2019,06/30/2021,"RESTAURANT SERVING BEER, CIDER, WINE AND LIQUOR",,,,40.716890750000005,-74.00859079405737
29566,1027470,NEW YORK,OP,252,916413,"JOSEPH & LARRY CORPORATION,THE",THE HGTS S WESTN BAR/GRILL,2867 BROADWAY,2ND FLOOR,NEW YORK,NY,10025,03/17/2020,03/31/2022,TAVERN RESTAURANT SERVING LIQUOR WINE CIDER AND BEER,,,,40.8051606,-73.9663307
29568,1318119,NEW YORK,RW,341,831023,83 UNIVERSITY PLACE LLC,MINT KITCHEN,83 UNIVERSITY PL,,NEW YORK,NY,10003,12/12/2019,11/30/2021,"RESTAURANT SERVING WINE, BEER AND CIDER","CB#2 Stips: Sun 9am to 11pm, Mon - Thurs 11am to 11pm, Fri 11am to 12am, Sat 9am to 12am",Recorded Music Permitted. No Dancing,,42.6780853251785,-73.82104140802385
29571,1279900,NEW YORK,OP,252,907158,SEAPORT HEIGHTS LLC,FAIRFIELD INN & SUITES NY MANHATTAN/FINANCIAL DIST,161 FRONT ST,,NEW YORK,NY,10038,06/24/2019,06/30/2021,BAR/TAVERN SERVING LIQUOR BEER CIDER AND WINE,CB #1 stip: 6am-2am 7 days a week; bar service starts at 12pm,Recorded Music,,40.70598,-74.0050486
29591,1305942,NEW YORK,OP,252,889265,29 33 NINTH AVENUE LLC,DAVIDE,29 35 9TH AVE,CELLAR LEVEL,NEW YORK,NY,10014,08/29/2019,07/31/2021,RESTAURANT SERVING LIQUOR WINE BEER AND CIDER,"FB Stips: To Close Completely: Su-W 12am, Th-Sa 2am; No More Than 45 Buy-Outs/YR","All Music Played at Background Levels Only, Live Trio Music, DJ Only For Private Events, No Dancing",,40.709659361207784,-73.4477199104298
29592,1285446,NEW YORK,HL,242,907111,KIMBERLY LICENSE HOLDINGS LLC,THE KIMBERLY HOTEL,145 E 50TH ST,,NEW YORK,NY,10022,06/21/2019,06/30/2021,"HOTEL SERVING LIQUOR, WINE, CIDER AND BEER",CB6 Stips: Sun- Thurs 12am -11:59pm and Fri-Sat 12am - 11:59pm,"Recorded Music Permitted and Jazz Type Brunches Permitted, No Dancing",,40.7563456,-73.97138184833344
29603,1144630,NEW YORK,L,222,909855,CHRISTOPHER STREET WINE & SPIRITS INC,,45 CHRISTOPHER ST,6TH & 8TH AVENUES,NEW YORK,NY,10014,11/05/2018,11/30/2021,LIQUOR STORE SELLING WINE AND LIQUOR,,,,40.73391665,-74.00181975820661
29608,1288582,NEW YORK,OP,252,914238,MSG ARENA LLC,MADISON SQUARE GARDEN,4 PENNSYLVANIA PLAZA,,NEW YORK,NY,10121,01/15/2020,01/31/2022,"ARENA SERVING BEER, CIDER, WINE AND LIQUOR",LEVEL 2 GOLD BAR A,Live music,,40.7505247,-73.99355027800776
29613,1290790,NEW YORK,AX,122,912704,CHOITHRAMS INC,,111A NASSAU ST,,NEW YORK,NY,10038,01/17/2019,01/31/2022,"GROCERY STORE SELLING BEER, CIDER & WINE PRODUCTS     ",,,,40.69841184375,-73.986644625
29616,1310054,NEW YORK,AX,122,883343,LEXINGTON FRESH FARM INC,SMILEY'S,802 LEXINGTON AVE,,NEW YORK,NY,10022,09/24/2018,08/31/2021,GROCERY STORE SELLING BEER AND WINE PRODUCTS,,,,40.7640651,-73.9670374
29621,2001407,ALBANY,RR,250,909631,AMTRAK N R P CORP,PENN STATION CAR 83,PENN STATION,UNDER OPTION B,NEW YORK,NY,10001,08/27/2019,09/30/2021,"RAILROAD CAR SERVING BEER, CIDER, WINE AND LIQUOR",,,,40.751037,-73.9906989
29622,1312272,NEW YORK,OP,252,889711,NISI AT 47 PARTNERS LLC,NISI,250 W 47TH ST,BROADWAY & 8TH  AVE,NEW YORK,NY,10036,12/23/2019,11/30/2021,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",,Recorded Music Permitted and No Dancing,,40.7598975,-73.9865625
29645,1304754,NEW YORK,OP,252,913108,NUSRET NEW YORK LLC,NUSRET STEAKHOUSE,51 W 52ND ST ,,NEW YORK,NY,10019,11/22/2019,11/30/2021,"RESTAURANT SERVING LIQUOR, WINE, BEER & CIDER",,Licensed Outdoor Plaza; Recorded & DJ Music,,40.761254050000005,-73.97878120222677
29652,1291145,NEW YORK,HL,242,914744,LAM PLATT ST HOTEL LLC & PLATT ST OPERATING CORP ,FOUR POINTS BY SHERATON DOWNTOWN FINANCIAL DISTRIC,4 10 PLATT ST ,AKA 6 PLATT ST,NEW YORK,NY,10038,01/30/2020,01/31/2022,HOTEL SERVING BEER WINE CIDER AND LIQUR,CB #1 Stips:  6am-2am Daily. Bar service starting 11am,CB #1 Stips:  Background Music. No sidewalk cafe. Backyard dining.  Roof dining (no service/music),,40.70722647058824,-74.00613605882353
29663,1288028,NEW YORK,OP,252,909673,CAMERON MITCHELL RESTAURANTS LLC,OCEAN PRIME,123 W 52ND ST,,NEW YORK,NY,10019,08/29/2019,08/31/2021,"RESTAURANT SERVING BEER, WINE, CIDER AND LIQUOR",CB5 Stips: Close the unenclosed portion of the outdoor terrace no later than 11pm Sun-Mon,Recorded Background Music Only,,40.649026,-74.01966346938775
29667,1229603,NEW YORK,OP,252,912958,HIGHLANDS RESTAURANT GROUP NYC LP,HIGHLANDS,150 W 10TH STREET,GREENWICH AVE & WAVERLY PLACE,NEW YORK,NY,10014,11/21/2019,11/30/2021,ON PREMISE LIQUOR WINE CIDER & BEER,,,,40.734433833333334,-74.00114805555556
29669,1310277,NEW YORK,EB,141,883079,RED VELVET PRODUCTIONS LLC,OLIVE'S,225 LIBERTY ST,STE 253,NEW YORK,NY,10281,07/12/2018,06/30/2021,EATING PLACE BEER SERVING BEER AND CIDER,,,,40.712272049999996,-74.01543606304264
29670,1313609,NEW YORK,AX,122,903744,MAHANT 364 INC,SMOKE GIFT & CONVENIENCE,364 W 23RD ST,,NEW YORK,NY,10011,01/08/2019,12/31/2021,"GROCERY STORE SELLING BEER, CIDER AND WINE PRODUCTS",,,,40.746138650000006,-74.00111622000307
29683,1257130,NEW YORK,RW,341,841467,RISTORANTE LUNA INC,RISTORANTE LUNA,115 MULBERRY ST,,NEW YORK,NY,10013,11/06/2019,11/30/2021,RESTAURANT SERVING WINE & BEER CIDER,SIDEWALK CAFE PERMITTED FOR MULBERRY ST MALL/SAN GENNARO FEAST 2016 ONLY,"Recorded Music, No Dancing, Outdoor Cafe, Food Served",,40.7176976,-73.9984459
29687,1323011,NEW YORK,LL,203,910797,FREDERICK WILDMAN & SONS LTD,,111 BROADWAY ,STE 1102,NEW YORK,NY,10006,02/03/2020,11/30/2021,WHOLESALE LIQUOR    ,,,,40.7085163,-74.0113024
29689,1189041,NEW YORK,OP,252,908995,PRESERVE MILANOS INC,MILANO'S BAR,51 E HOUSTON ST,MULBERRY & MOTT ST,NEW YORK,NY,10012,08/13/2019,08/31/2021,TAVERN SERVING BEER CIDER WINE AND LIQUOR,,,,40.622459175463405,-74.14600183637155
29691,1023278,NEW YORK,HL,242,907739,STANFORD NEW YORK LLC,HOTEL STANFORD,43 W 32ND ST,2ND FL,NEW YORK,NY,10001,07/12/2019,07/31/2021,HOTEL TAVERN RESTAURANT SERVING BEER CIDER WINE & LIQUOR,,,,40.74823335000001,-73.98746428335087
29697,1024187,NEW YORK,OP,252,908830,BLUE & GOLD BAR INC,,79 E 7TH STREET,GROUND FLOOR STORE,NEW YORK,NY,10003,08/08/2019,08/31/2021,TAVERN SERVING BEER CIDER WINE & LIQUOR,,,,42.714176693877555,-73.70508555102042
29709,2001374,ALBANY,RR,250,909599,AMTRAK N R P CORP,PENN STATION CAR 14,PENN STATION,UNDER OPTION B,NEW YORK,NY,10001,08/27/2019,09/30/2021,"RAILROAD CAR SERVING BEER, CIDER, WINE AND LIQUOR",,,,40.751037,-73.9906989
29712,1289821,NEW YORK,L,222,909165,WOW WINE INC,,60 E 34TH ST,,NEW YORK,NY,10016,10/18/2018,10/31/2021,LIQUOR STORE SELLING WINE & LIQUOR,,,,40.900383977129955,-73.10008437145007
29725,1291153,NEW YORK,RW,341,842150,PAPPA & CICCIA INC,SOTTOCASA PIZZERIA,227 LENOX AVE,,NEW YORK,NY,10027,04/01/2020,03/31/2022,RESTAURANT SERVING BEER CIDER AND WINE ONLY,,Recorded Music,,40.805587,-73.9475248
29733,1287578,NEW YORK,OP,252,908639,310 BOWERY GROUP LLC,310 BOWERY BAR,310 BOWERY,,NEW YORK,NY,10012,08/05/2019,08/31/2021,BAR/TAVERN SERVING BEER CIDER WINE AND LIQUOR,CB stips: 8am-4am 7 days a week; No sidewalk cafe; All doors/windows closed at all times,Live/Recorded/DJ music; No dancing,,40.7249501,-73.9925624
29754,1103238,NEW YORK,OP,252,916931,SCHATZI CORP,WALLSE,342-344 W 11TH ST AKA 713 WASH,,NEW YORK,NY,10014,04/01/2020,04/30/2022,RESTAURANT SERVING LIQUOR WINE CIDER AND BEER,,,,0.0,0.0
29755,1287191,NEW YORK,AX,122,903282,MID TOWN FARM STAND INC,URBAN BARLEY CO.,875 6TH AVE,UNIT 103A,NEW YORK,NY,10001,07/31/2018,09/30/2021,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS ,,,,40.7480793,-73.9892846
29761,1320986,NEW YORK,OP,252,923686,116 E 60 LLC,IVY LANE,116 E 60TH ST,,NEW YORK,NY,10022,05/27/2020,04/30/2022,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",,recorded music,,40.7630677,-73.96869608648203
29771,1291141,NEW YORK,TW,344,923858,BCW NYC CHELSEA MARKET LLC,BERLIN CURRYWURST,75 9TH AVE ,AKA 409 W 15TH ST-KIOSK #1,NEW YORK,NY,10011,01/09/2020,01/31/2022,TAVERN/KIOSK WITHIN CHELSEA MARKET SERVING WINE CIDER AND BEER,CB4 Stips: 7am to 10pm All Days,"Recorded Music Permitted, No Dancing",,40.7420513,-74.0048973
29772,1271454,NEW YORK,TW,344,925858,POCKET BAR 455 W 48TH CORP,POCKET BAR NYC,455 W 48TH ST,AKA 686 10TH AVE,NEW YORK,NY,10036,04/13/2020,04/30/2022,TAVERN WINE BAR SERVING WINE BEER & CIDER,CB4 APPROVED HOURS OF OPERATION: SUN - THURS FROM 4:00 PM TO 12:00 AM AND FRI - SAT FROM 4:00 PM TO 1:00 AM,"RECORDED MUSIC PERMITTED, NO DANCING",,40.7633931,-73.9923609
29773,1321966,NEW YORK,OP,252,889695,20X HOSPITALITY LLC,SPICY MOON VEGAN SZECHUAN,68 W 3RD ST,,NEW YORK,NY,10012,12/17/2019,11/30/2021,"RESTAURANT SERVING BEER, WINE, CIDER AND LIQUOR",CB2 Stips: Su-Thurs: 11:00am-12:00am Fri-Sa:11:00am-1:00am,recorded music ,,40.72931815,-73.99831981585365
29775,1180257,NEW YORK,AX,122,903356,S & J GROCERY INC,,27 ESSEX ST,,NEW YORK,NY,10002,08/02/2018,09/30/2021,GROCERY STORE SELLING BEER  CIDER AND WINE PRODUCTS,,,,42.67668353046317,-73.77812657942425
29781,1261373,NEW YORK,OP,252,917250,117 W ENT CORP,ANGELO'S PIZZA ,117 W 57TH ST ,,NEW YORK,NY,10019,04/22/2020,04/30/2022,"RESTAURANT SERVING LIQUOR, WINE, CIDER AND BEER",,NO DANCING,,40.76489515,-73.97795786019287
29789,1260078,NEW YORK,OP,252,915248,HAKKASAN NYC LLC,HAKKASAN,311 W 43RD ST,,NEW YORK,NY,10036,02/11/2020,02/28/2022,"BAR/TAVERN SERVING BEER, WINE, CIDER AND LIQUOR",12:00 p.m. to 3:00 a.m. 7 Days,No Use of Outdoor Spaces,,40.75842215,-73.99000495613356
29804,1287640,NEW YORK,RW,341,840632,MISSION 925 INC,JUN-MEN RAMEN BAR,249 9TH AVE,,NEW YORK,NY,10001,08/01/2019,08/31/2021,RESTAURANT SERVING BEER CIDER & WINE,"CB4 Stips: M-TH 11am-12am, F-Sa 11am-2am, Su 11am-12am",Recorded Music,,40.82308689655172,-73.80905887068965
29813,1316350,NEW YORK,OP,252,889493,36 DUET ENTERTAINMENT INC,DEN SOCIAL; KARAOKE DUET,65 W 36TH ST,,NEW YORK,NY,10018,11/01/2019,10/31/2021,"KARAOKE BAR SERVING LIQUOR, WINE, BEER AND CIDER     ",,Karaoke,,40.750758744186044,-73.98585797674419
29814,1027216,NEW YORK,OP,252,908540,PROSCENIUM PARTNERS INC,THE TRIAD,158 W 72ND STREET,,NEW YORK,NY,10023,08/02/2019,08/31/2021,TAVERN SERVING BEER CIDER WINE AND LIQUOR,,,,40.77805825,-73.98096075036608
29815,1303415,NEW YORK,OP,252,911176,BACON & BAGELS LLC,QUALITY EATS,1496 2ND AVE,,NEW YORK,NY,10075,09/24/2019,09/30/2021,RESTAURANT SERVING LIQUOR WINE BEER AND CIDER,,CB Stips: No Electric Bikes. No Bar crawls,,40.7724852,-73.9554536
29816,1269725,NEW YORK,OP,252,907735,35TH STREET VENTURES LLC,MONARCH,960 6TH AVE,ROOFTOP,NEW YORK,NY,10001,07/12/2019,07/31/2021,"RESTAURANT SERVING BEER, CIDER, WINE AND LIQUOR","Sun to Thur close 2 am, Fri, Sat close 4 am",CB Stip,,40.7505203,-73.987029
29820,1290062,NEW YORK,RW,341,841632,GC RESTAURANT CORP,GARDEN CAFE,4961 BROADWAY,,NEW YORK,NY,10034,11/22/2019,11/30/2021,RESTAURANT SERVING BEER CIDER AND WINE,,Recorded music; License yard & patio,,40.8681188,-73.9204207
29827,2001402,ALBANY,RR,250,909626,AMTRAK N R P CORP,PENN STATION CAR 78,PENN STATION,UNDER OPTION B,NEW YORK,NY,10001,08/27/2019,09/30/2021,"RAILROAD CAR SERVING BEER, CIDER, WINE AND LIQUOR",,,,40.751037,-73.9906989
29829,1276789,NEW YORK,OP,252,917289,ROJAS FOOD SERVICES LLC,INTI N.Y.C,820 10TH AVE,,NEW YORK,NY,10019,04/23/2020,04/30/2022,"RESTAURANT SERVING BEER, WINE, CIDER AND LIQUOR",CB Stips:7:00 am to 12:00 am nightly,No sale of alcohol during prohibited hours.,,40.76740195,-73.98942490384047
29838,1273866,NEW YORK,OP,252,913878,643 BROADWAY HOLDINGS LLC,BLEECKER KITCHEN & CO,643 BROADWAY,,NEW YORK,NY,10012,12/27/2019,12/31/2021,"RESTAURANT SERVING BEER, WINE, CIDER,  AND LIQUOR ",Ground FL: M-W 7A-11p / Th-F 7A-12A Sa 7A-12A Su 7A-10P,Basement: 6P - 2A   7 days a week ,,40.7267077,-73.9959009
29839,1319637,NEW YORK,OP,252,889834,YATENGA LLC,OUAGA,2280 ADAM CLAYTON POWELL JR BL,,NEW YORK,NY,10030,01/27/2020,12/31/2021,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER",,"Recorded, DJ, Live Music Permitted and Dancing",,0.0,0.0
29844,1291872,NEW YORK,OP,252,914828,LUSCIOUS INC,AN'NAM,234 W 48TH ST,UNIT RIGHT,NEW YORK,NY,10036,01/31/2020,02/28/2022,"RESTAURANT SERVING BEER, WINE, CIDER AND LIQUOR",,Recorded Music Permitted and No Dancing,,40.7605187,-73.98645678936563
29850,1274358,NEW YORK,RW,341,841627,SRG 570 LEX LLC,SCHNIPPERS,570 LEXINGTON AVE  SPACE B,,NEW YORK,NY,10022,11/21/2019,11/30/2021,RESTAURANT SERVING BEER CIDER AND WINE ONLY,,,,0.0,0.0
29857,1143575,NEW YORK,OP,252,911639,PETNO RESTAURANT INC,GAETANA'S,143 CHRISTOPHER ST,CHRISTOPHER & GREENWICH,NEW YORK,NY,10014,10/07/2019,10/31/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,12PM to 2AM - 7 Days/Week,,,40.7329734,-74.007676
29866,1261080,NEW YORK,OP,252,922922,AURA LLC AND SCOTT STERNICK AND RICHARD WINCKELMAN,MICKEY SPILLANE'S HELL'S KITCHEN NYC,350 W 49TH ST ,,NEW YORK,NY,10019,07/09/2020,04/30/2022,BAR/TAVERN SERVING LIQUOR WINE BEER & CIDER,,"Recorded Music, No Dancing, Food Served",,40.7626569,-73.9891558
29878,1317080,NEW YORK,OP,252,889437,HOST 1373 LLC,SEFTON,1373 1ST AVE,,NEW YORK,NY,10021,10/17/2019,09/30/2021,"BAR / TAVERN SERVING LIQUOR, WINE, BEER & CIDER",No bar-crawls,Music: Recorded only,,40.76906445,-73.95540414285944
29880,1023964,NEW YORK,OP,252,909135,CALSHEA RESTAURANT CORP,THE TRIPLE CROWN,330 7TH AVENUE,,NEW YORK,NY,10001,08/15/2019,08/31/2021,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,,40.7476933,-73.9932597
29884,1313803,NEW YORK,CT,246,889111,ARAMARK SERVICES INC,,11 MADISON AVE ,10TH FL,NEW YORK,NY,10010,07/19/2019,06/30/2021,"CATERING ESTABLISHMENT SERVING LIQUOR, WINE, BEER AND CIDER",,Recorded Music Permitted and No Dancing,,40.7415982,-73.9871904
29888,1028832,NEW YORK,RW,341,841189,KT CORPORATION USA,,122 E 17TH STREET,,NEW YORK,NY,10003,10/07/2019,10/31/2021,RESTAURANT SERVING BEER CIDER AND WINE,,,,40.66565421052631,-73.9946915
29902,1026041,NEW YORK,OP,252,909663,PUNCHGINI INC,BUKHARA GRILL & INDIAN SPI,217 E 49TH ST,,NEW YORK,NY,10017,08/28/2019,08/31/2021,RESTAURANT SERVING LIQUOR WINE CIDER AND BEER,,,,40.6494492244898,-74.01582671428571
29903,2001356,ALBANY,RR,250,909581,AMTRAK N R P CORP,PENN STATION CAR 46,PENN STATION,UNDER OPTION B,NEW YORK,NY,10001,08/27/2019,09/30/2021,"RAILROAD CAR SERVING BEER, CIDER, WINE AND LIQUOR",,,,40.751037,-73.9906989
29905,1257289,NEW YORK,OP,252,913067,SITE 25 RESTAURANT CONCEPTS LLC,WEI WEST ,102 NORTH END AVE SITE 107,,NEW YORK,NY,10282,11/22/2019,11/30/2021,"RESTAURANT SERVING BEER, CIDER, WINE & LIQUOR",CB #1 STIPS - 7 DAYS A WEEK FROM 11:30AM TO 11PM,"BACKGROUND MUSIC PLAYED, NO SIDEWALK CAFE, NO CABARET LICENSE, 79 TABLES & 12 SEATS AT THE BAR",,0.0,0.0
29909,1307706,NEW YORK,RW,341,842052,MEAT SHOP LLC,THE POINTS WINE & ALE ROOM,76 FORSYTH ST,SOUTH STORE,NEW YORK,NY,10002,03/04/2020,02/28/2022,"RESTAURANT SERVING WINE, BEER & CIDER",Hours of Operation from 11:00am to 12:00am (Sunday  Saturday),Recorded music,,40.717219400000005,-73.99318595000506
29911,1189562,NEW YORK,OP,252,909695,39 ST MARKS INC,PAPER DAISY,41 ST MARKS PLACE,2ND AVENUE & 1ST AVENUE,NEW YORK,NY,10003,08/29/2019,08/31/2021,"RESTAURANT SERVING BEER, CIDER WINE AND LIQUOR",,,,40.6823792,-73.98090105
29915,1310319,NEW YORK,AX,122,883337,LA FORTUNA DELI GROCERY INC,,505 W 179TH ST,,NEW YORK,NY,10033,09/20/2018,08/31/2021,GROCERY STORE SELLING BEER AND WINE PRODUCTS,,,,40.8470544,-73.9322032
29927,1146704,NEW YORK,AX,122,912825,JUAN R BURGOS,129 POST GROCERY STORE,129 POST AVE,207TH & 204TH STREETS,NEW YORK,NY,10034,01/25/2019,01/31/2022,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,,,,40.86448485,-73.91962085112698
29937,1291094,NEW YORK,OP,252,907501,FRATELLI ITALIANI LLC,DA MARINO NYC ITALIAN RESTAURANT,220 W 49TH ST,,NEW YORK,NY,10019,07/05/2019,06/30/2021,"RESTAURANT SERVING LIQUOR, WINE AND BEER",,Recorded Music Permitted and No Dancing,,40.7609089,-73.985336
29941,1315656,NEW YORK,AX,122,904093,OM SAI NEWS INC,MUARRY HILL MINI MART,520 3RD AVE,STORE #3,NEW YORK,NY,10016,04/29/2019,03/31/2022,GROCERY STORE SELLING BEER AND WINE PRODUCTS,,,,40.7462755,-73.9779658
29942,1309336,NEW YORK,L,222,883229,WEST 42 WINE & SPIRITS INC,,507 W 42ND ST,,NEW YORK,NY,10036,08/22/2018,07/31/2021,LIQUOR STORE SELLING WINE AND LIQUOR,,,,40.7599645,-73.9958623
29966,1165431,NEW YORK,OP,252,906841,T N 888 EIGHTH AVENUE LLC,,888 8TH AVE,8TH AVE AND 7TH AVE,NEW YORK,NY,10019,06/13/2019,07/31/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,,40.76373205,-73.98463902721888
29970,1288406,NEW YORK,OP,252,913775,MIDTOWN MANOR LLC,INDIAN ACCENT,123 W 56TH ST,GROUND FLOOR WEST,NEW YORK,NY,10019,12/23/2019,01/31/2022,"RESTAURANT SERVING LIQUOR, WINE, BEER & CIDER",,"Recorded Music Permitted, No Dancing & Licensed Front Yard within property line permitted",,40.6467867755102,-74.02199024489796
29974,1317712,NEW YORK,OP,252,889240,TD AB LLC,29B,29 AVENUE B,STORE 2,NEW YORK,NY,10009,08/21/2019,07/31/2021,"TAVERN/CAFE SERVING LIQUOR, WINE, BEER AND CIDER",CB3 Stips: 10AM-11PM All Days,CB3 Stips: Ambient recorded background music; No DJs; No Live Music or Promoter Events; No Sidewalk Cafe,,40.7224756,-73.9829662
29979,1270745,NEW YORK,OP,252,923770,530 HOSPITALITY LLC & 530 LOUNGE LLC AS MANAGER,SKYLARK,530 7TH AVE ,"AKA 200 W 39TH ST(31,32FL/ROOF",NEW YORK,NY,10018,06/09/2020,09/30/2021,"RESTAURANT SERVING LIQUOR, WINE, CIDER AND BEER",CB5 APPROVED HRS OF OPERATION: 11AM THRU 4AM ALL DAYS,"LIVE/RECORDED/DJ MUSIC PERMITTED, LICENSED ROOF TOP WITHOUT LIVE MUSIC",,40.7540102,-73.9888897
29994,1146037,NEW YORK,HL,242,915218,"PAIGE GH GRP LLC AS MGR, HOTEL GANSEVOORT GRP LLC ","HUDSON ROOFTOP LLC  DBA-GANSEVOORT HOTEL,B ON TOP ",18 9TH AVE,CORNER  WEST 13TH STREET,NEW YORK,NY,10014,02/10/2020,02/28/2022,HOTEL RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,,,,40.73987685,-74.00571114407973
29995,1313538,NEW YORK,L,222,903798,2208 AMSTERDAM LIQUOR STORE CORP,2208 AMSTERDAM LIQUOR STORE,2208 AMSTERDAM AVE,,NEW YORK,NY,10032,01/25/2019,12/31/2021,LIQUOR STORE SELLING WINE AND LIQUOR,,760 sq ft total; 551 sq ft retail,,40.8409993,-73.936303
30006,1290207,NEW YORK,OP,252,913258,SPIEGEL INC,SPIEGEL,26 1ST AVE,,NEW YORK,NY,10009,11/29/2019,11/30/2021,"RESTAURANT SERVING BEER, CIDER, WINE  AND LIQUOR",CB#3 Stips: 8a-12a Daily. Sidewalk 8a-10p Mo-Sa; 10a-10p Sun,CB#3 Stips: Recorded Music only. ,,40.7237358,-73.9878996
30013,1302236,NEW YORK,OP,252,909288,ICHIBAN FOODS INC,WOKUNI,327 LEXINGTON AVE,,NEW YORK,NY,10016,08/20/2019,08/31/2021,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",,Recorded Music Permitted and No Dancing,,40.7492545,-73.9774425
